urn,school_name,la_code,la_name,school_type,phase,address_1,address_2,address_3,town,county,postcode,phone,head_title,head_first_name,head_last_name,website,trust_code,trust_name,pupil_count,headteacher
133754,Canterbury Campus and Lavender Campus,315,Merton,Pupil referral unit,Not applicable,Canterbury Road,,,Morden,Surrey,SM4 6PT,2082412005.0,Ms,Carla,Chandler,https://www.melbury.merton.sch.uk/,,,54.0,Ms Carla Chandler
133774,St Thomas of Canterbury Catholic Primary School,315,Merton,Voluntary aided school,Primary,53 Commonside East,,,Mitcham,Surrey,CR4 1YG,2086480869.0,Mrs,Marie,Tucker,www.st-thomascanterbury.merton.sch.uk/,,,426.0,Mrs Marie Tucker
133797,Ravensbourne,203,Greenwich,Higher education institutions,Not applicable,6 Penrose Way,,,London,,SE10 0EW,2002030403500.0,Mr,Andy,Cook,https://www.ravensbourne.ac.uk/,,,,Mr Andy Cook
133810,Rose Bruford College,303,Bexley,Higher education institutions,Not applicable,Lamorbey Park,Burnt Oak Lane,,Sidcup,Kent,DA15 9DF,2083003024.0,Ms,Clarie,Middleton,www.bruford.ac.uk,,,,Ms Clarie Middleton
133813,Queen Mary University of London,211,Tower Hamlets,Higher education institutions,Not applicable,Mile End Road,,,London,,E1 4NS,2078825555.0,Professor,Colin,Bailey,www.qmul.ac.uk,,,,Professor Colin Bailey
133814,University of East London,316,Newham,Higher education institutions,Not applicable,4 - 6 Universtiy Way,,,London,,E16 2RD,2082233000.0,Professor,Amanda,Broderick,www.uel.ac.uk,,,,Professor Amanda Broderick
133815,City University,206,Islington,Higher education institutions,Not applicable,Northampton Square,,,London,,EC1V 0HB,2074778000.0,Professor Sir,Paul,Curran,https://www.city.ac.uk,,,,Professor Sir Paul Curran
133816,London Metropolitan University,201,City of London,Higher education institutions,Not applicable,166 - 220 Holloway Road,,,London,,N7 8DB,2073203581.0,Professor,Lynn,Dobbs,https://www.londonmet.ac.uk,,,,Professor Lynn Dobbs
133825,Kingston University,314,Kingston upon Thames,Higher education institutions,Not applicable,River House,53 - 57 High Street,Surbiton Road,Kingston upon Thames,Surrey,KT1 1LQ,2084179000.0,Professor,Steven,Spier,https://www.kingston.ac.uk,,,,Professor Steven Spier
133850,Middlesex University,302,Barnet,Higher education institutions,Not applicable,The Burroughs,Hendon,,London,,NW4 4BT,2083625000.0,Professor,Shân,Wareing,https://www.mdx.ac.uk/,,,,Professor Shân Wareing
133859,The Royal Veterinary College,202,Camden,Higher education institutions,Not applicable,Royal College Street,,,London,,NW1 0TU,2074685000.0,Professor,Stuart,Reid,https://www.rvc.ac.uk,,,,Professor Stuart Reid
133860,London Business School,213,Westminster,Higher education institutions,Not applicable,Sussex Place,Regent's Park,,London,,NW1 4SA,2072625050.0,Dr,François,Ortalo-Magné,https://www.london.edu,,,,Dr François Ortalo-Magné
133861,Royal Academy of Music,213,Westminster,Higher education institutions,Not applicable,Marylebone Road,,,London,,NW1 5HT,2078737373.0,Professor,Jonathan,Freeman-Attwood,https://www.ram.ac.uk,,,,Professor Jonathan Freeman-Attwood
133862,Central School of Speech and Drama,202,Camden,Higher education institutions,Not applicable,64 Eton Avenue,Swiss Cottage,,London,,NW3 3HY,2077228183.0,Professor,Gavin,Henderson,https://www.cssd.ac.uk,,,,Professor Gavin Henderson
133873,London South Bank University,210,Southwark,Higher education institutions,Not applicable,103 Borough Road,,,London,,SE1 0AA,2079288989.0,Professor,David,Phoenix,https://www.lsbu.ac.uk,,,,Professor David Phoenix
133874,King's College London,208,Lambeth,Higher education institutions,Not applicable,James Clark Maxwell Building,57 Waterloo Road,,London,,SE1 8WA,2078365454.0,Professor,Edward,Byrne,https://www.kcl.ac.uk/,,,,Professor Edward Byrne
133875,Trinity Laban,203,Greenwich,Higher education institutions,Not applicable,Laban,Creekside,Greenwich,Deptford,,SE8 3DZ,2083054444.0,Professor,Anthony,Bowne,https://www.trinitylaban.ac.uk,,,,Professor Anthony Bowne
133876,University of Greenwich,203,Greenwich,Higher education institutions,Not applicable,Maritime Greenwich Campus,Old Royal Naval College,,London,,SE10 9LS,2083318000.0,Professor,David,Maguire,https://www.gre.ac.uk/,,,,Professor David Maguire
133877,"Goldsmiths College, University of London",209,Lewisham,Higher education institutions,Not applicable,New Cross,,,London,,SE14 6NW,2079197171.0,Professor,Frances,Corner,https://www.gold.ac.uk,,,,Professor Frances Corner
133884,Roehampton University,212,Wandsworth,Higher education institutions,Not applicable,Roehampton Lane,,,London,,SW15 5PJ,2083923000.0,Professor,Jean-Noel,Ezingeard,https://www.roehampton.ac.uk,,,,Professor Jean-Noel Ezingeard
133885,St George's Hospital Medical School,212,Wandsworth,Higher education institutions,Not applicable,Cranmer Terrace,,Tooting,London,,SW17 0RE,2086729944.0,Professor,Jenny,Higham,https://www.sgul.ac.uk,,,,Professor Jenny Higham
133887,"Imperial College of Science, Technology and Medicine",207,Kensington and Chelsea,Higher education institutions,Not applicable,Exhibition Road,,South Kensington,London,,SW7 2AZ,2075895111.0,Professor,Alice,Gast,https://www.imperial.ac.uk,,,,Professor Alice Gast
133888,Royal College of Music,207,Kensington and Chelsea,Higher education institutions,Not applicable,Prince Consort Road,,,London,,SW7 2BS,2075914300.0,Professor,Colin,Lawson,http://www.rcm.ac.uk/,,,,Professor Colin Lawson
133889,Royal College of Art,207,Kensington and Chelsea,Higher education institutions,Not applicable,Kensington Gore,,,London,,SW7 2EU,2075904444.0,Dr,Paul,Thompson,https://www.rca.ac.uk/,,,,Dr Paul Thompson
133890,Institute of Cancer Research,207,Kensington and Chelsea,Higher education institutions,Not applicable,Royal Cancer Hospital,237 Fulham Road,,London,,SW3 6JB,2073528133.0,Professor,Paul,Workman,https://www.icr.ac.uk,,,,Professor Paul Workman
133895,"St Mary's University, Twickenham",318,Richmond upon Thames,Higher education institutions,Not applicable,Waldegrave Road,Strawberry Hill,,Twickenham,,TW1 4SX,2082404000.0,Mr,Anthony,McClaran,https://www.stmarys.ac.uk,,,,Mr Anthony McClaran
133897,Brunel University,312,Hillingdon,Higher education institutions,Not applicable,Kingston Lane,,,Uxbridge,,UB8 3PH,1895274000.0,Professor,Julia,Buckingham,https://www.brunel.ac.uk,,,,Professor Julia Buckingham
133898,University of Westminster,213,Westminster,Higher education institutions,Not applicable,309 Regent Street,,,London,,W1B 2UW,2079115000.0,Dr,Peter,Bonfield,https://www.westminster.ac.uk,,,,Dr Peter Bonfield
133900,University of the Arts London,202,Camden,Higher education institutions,Not applicable,272 High Holborn,,,London,,WC1V 7EY,2075146000.0,Sir,Nigel,Carrington,https://www.arts.ac.uk,,,,Sir Nigel Carrington
133901,University of West London,307,Ealing,Higher education institutions,Not applicable,Room Tc 203,St Mary's Road,Ealing,London,,W5 5RF,2082312468.0,Professor,Peter,John,https://www.uwl.ac.uk,,,,Professor Peter John
133902,University College London,202,Camden,Higher education institutions,Not applicable,Gower Street,,,London,,WC1E 6BT,2076792000.0,Professor,Michael,Arthur,https://www.ucl.ac.uk/,,,,Professor Michael Arthur
133903,London School of Hygiene & Tropical Medicine,202,Camden,Higher education institutions,Not applicable,Keppel Street,,,London,,WC1E 7HT,2076368636.0,Professor,Peter,Piot,https://www.lshtm.ac.uk,,,,Professor Peter Piot
133904,University of London,202,Camden,Higher education institutions,Not applicable,Senate House,Malet Street,,London,,WC1E 7HU,2076368000.0,Professor,Wendy,Thomson,https://www.london.ac.uk,,,,Professor Wendy Thomson
133905,Birkbeck College,202,Camden,Higher education institutions,Not applicable,Malet Street,,,London,,WC1E 7HX,2076316000.0,Professor,Sally,Wheeler,https://www.bbk.ac.uk,,,,Professor Sally Wheeler
133907,School of Oriental and African Studies,202,Camden,Higher education institutions,Not applicable,Thornhaugh Street,Russell Square,,London,,WC1H 0XG,2076372388.0,Rt Hon,the Lady Amos,of Brondesbury in the London Borough of Brent,https://www.soas.ac.uk,,,,Rt Hon the Lady Amos of Brondesbury in the London Borough of Brent
133910,London School of Economics and Political Science,213,Westminster,Higher education institutions,Not applicable,Houghton Street,,,London,,WC2A 2AE,2074057686.0,Dame,Minouche,Shafik,https://www.lse.ac.uk,,,,Dame Minouche Shafik
133931,Oakdale Junior School,317,Redbridge,Community school,Primary,Oakdale Road,Redbridge,South Woodford,London,,E18 1JX,2089897471.0,Mr,Danvir,Visvanathan,www.oakdalejuniors.co.uk,,,337.0,Mr Danvir Visvanathan
133932,Oakdale Infants' School,317,Redbridge,Community school,Primary,Woodville Road,South Woodford,,London,,E18 1JU,2089897895.0,Mr,Danvir,Visvanathan,www.oakdaleinfants.co.uk,,,295.0,Mr Danvir Visvanathan
133934,Gearies Primary School,317,Redbridge,Community school,Primary,Waremead Road,Gants Hill,,Ilford,Essex,IG2 6TF,2085501803.0,Mrs,Alex,Dias,http://www.geariesprimaryschool.co.uk,,,888.0,Mrs Alex Dias
133935,Churchfields Junior School,317,Redbridge,Community school,Primary,Churchfields,South Woodford,Redbridge,London,,E18 2RB,2085044650.0,Mrs,Rebecca,Emeny,www.churchfieldsjunior.com/,,,479.0,Mrs Rebecca Emeny
133936,Churchfields Infants' School,317,Redbridge,Community school,Primary,Churchfields,South Woodford,,London,,E18 2RB,2085050386.0,Mrs,Julie,Anderson,www.churchfieldsinfant.com,,,434.0,Mrs Julie Anderson
133938,Parkhill Infants' School,317,Redbridge,Community school,Primary,Lord Avenue,Clayhall,,Ilford,Essex,IG5 0DB,2085501730.0,Mrs,Rebecca,Teague,www.parkhillinfants.org.uk/,,,392.0,Mrs Rebecca Teague
133939,Parkhill Junior School,317,Redbridge,Community school,Primary,Lord Avenue,Clayhall,Ig13se,Ilford,Essex,IG5 0DB,2085505253.0,Mrs,Denise,Hughes-Mulhall,www.parkhilljunior.com,,,457.0,Mrs Denise Hughes-Mulhall
134003,St Mark's Church of England Academy,315,Merton,Academy sponsor led,Secondary,Acacia Road,,,Mitcham,Surrey,CR4 1SF,2086486627.0,Ms,Aimee,Gallagher,http://www.stmarks.anthemtrust.uk/,2597.0,ANTHEM SCHOOLS TRUST,944.0,Ms Aimee Gallagher
134009,Larmenier & Sacred Heart Catholic Primary School,205,Hammersmith and Fulham,Voluntary aided school,Primary,41a Brook Green,Hammersmith,,London,,W6 7BL,2087489444.0,Miss,Jennifer,McGinty,www.larshrc.lbhf.sch.uk,,,440.0,Miss Jennifer McGinty
134010,Parsons Green Prep School,205,Hammersmith and Fulham,Other independent school,Not applicable,1 Fulham Park Road,,,London,,SW6 4LJ,2073719009.0,Dr,Pamela,Edmonds,www.parsonsgreenprep.co.uk,,,130.0,Dr Pamela Edmonds
134041,Gatton (VA) Primary School,212,Wandsworth,Voluntary aided school,Primary,13e Broadwater Rd,Tooting,,London,,SW17 0DS,2086825570.0,Mr,Majid,Ishaque,www.gatton.wandsworth.sch.uk,,,631.0,Mr Majid Ishaque
134084,Islamic Shakhsiyah Foundation,309,Haringey,Other independent school,Not applicable,First Floor,"277 St Ann's Road, Suffolk Road Entrance",Tottenham,London,,N15 5RG,2088028651.0,Mrs,Nadia,Ameen,https://www.shakhsiyahschools.uk/,,,115.0,Mrs Nadia Ameen
134142,The Villa,210,Southwark,Other independent school,Not applicable,54 Lyndhurst Grove,,,London,,SE15 5AH,2077036216.0,Mrs,Louise,Collingwood-Ellis,thevillaschoolandnursery.co.uk,,,197.0,Mrs Louise Collingwood-Ellis
134145,Park House School,212,Wandsworth,Other independent special school,Not applicable,48 North Side,Wandsworth Common,London,London,,SW18 2SL,2030319700.0,Mr,Matthew,Le Blanc,www.beyondautismschools.org.uk,,,56.0,Mr Matthew Le Blanc
134154,Courtauld Institute of Art,211,Tower Hamlets,Higher education institutions,Not applicable,Somerset House,Strand,,London,,WC2R 0RN,2078482777.0,Professor,Deborah,Swallow,https://www.courtauld.ac.uk,,,,Professor Deborah Swallow
134160,Malmesbury Primary School,211,Tower Hamlets,Community school,Primary,Coborn Street,Bow,,London,,E3 2AB,2089804299.0,Ms,Claire,Stewart,www.malmesbury.towerhamlets.sch.uk/,,,442.0,Ms Claire Stewart
134185,Orchard Primary School,303,Bexley,Community school,Primary,Oxford Road,,,Sidcup,Kent,DA14 6LW,2083004878.0,Mrs,Suzanne,Spencer,www.orchardprimary.co.uk/,,,211.0,Mrs Suzanne Spencer
134192,L'Ecole Bilingue Elementaire,213,Westminster,Other independent school,Not applicable,St David's Welsh Church,,St Mary's Terrace,London,,W2 1SJ,2072248427.0,Miss,Veronique,Ferreira,www.lecolebilingue.com,,,119.0,Miss Veronique Ferreira
134217,Petts Hill Primary School,307,Ealing,Community school,Primary,Newmarket Avenue,,Newmarket Avenue,Northolt,,UB5 4HB,2084224095.0,Mrs,Katherine,Flewitt,www.pettshill.org/,,,251.0,Mrs Katherine Flewitt
134222,City of London Academy (Southwark),210,Southwark,Academy sponsor led,Secondary,240 Lynton Road,,,London,,SE1 5LA,2073945100.0,,Michael,Baxter,http://www.cityacademy.co.uk/,2705.0,CITY OF LONDON ACADEMIES TRUST,1576.0,Michael Baxter
134225,Harris Academy Peckham,210,Southwark,Academy sponsor led,Secondary,112 Peckham Road,,,London,,SE15 5DZ,2077034417.0,Ms,Claudette,Bergin,http://www.harrispeckham.org.uk/,3320.0,HARRIS FEDERATION,537.0,Ms Claudette Bergin
134226,Harris Lowe Academy Willesden,304,Brent,Academy sponsor led,Secondary,Doyle Gardens,Willesden,,London,,NW10 3ST,2088388700.0,Mr,Joshua,Deery,https://www.harrislowewillesden.org.uk/,3320.0,HARRIS FEDERATION,1120.0,Mr Joshua Deery
134243,Suffah Primary School,313,Hounslow,Other independent school,Not applicable,Hounslow Jamia Masjid,367 Wellington Road South,,Hounslow,,TW4 5HU,2085729817.0,Dr,Abdul Haqq,Baker(Director of Education),https://suffahschool.hounslow.sch.uk/,,,132.0,Dr Abdul Haqq Baker(Director of Education)
134273,Normand Croft Community School for Early Years and Primary Education,205,Hammersmith and Fulham,Community school,Primary,Bramber Road,,,London,,W14 9PA,2073856847.0,Co Headteacher,Katrine/Emma,Bulley/Bird,www.normandcroftschool.co.uk/,,,214.0,Co Headteacher Katrine/Emma Bulley/Bird
134274,New River College Medical,206,Islington,Pupil referral unit,Not applicable,Maygood Street,,,London,,N1 0TJ,2075040534.0,Mr,Nigel,Smith,https://www.newrivercollege.co.uk/nrc-medical/welcome-medical,,,43.0,Mr Nigel Smith
134307,Starks Field Primary School,308,Enfield,Community school,Primary,167 Church Street,Edmonton,,London,,N9 9SJ,2088876060.0,Ms,Melissa,Davies Oliveck,www.starksfield.enfield.sch.uk,,,185.0,Ms Melissa Davies Oliveck
134311,Oasis Academy Enfield,308,Enfield,Academy sponsor led,Secondary,Kinetic Crescent,Innova Park,,Enfield,Middlesex,EN3 7XH,1992655400.0,Principal,Emma,Robinson,www.oasisacademyenfield.org,4076.0,OASIS COMMUNITY LEARNING,717.0,Principal Emma Robinson
134314,St Mary Magdalene Academy,206,Islington,Academy sponsor led,All-through,Liverpool Road,Islington,,London,,N7 8PG,2076970123.0,Mr,John,Reardon,www.smmacademy.org,17185.0,HIVE EDUCATION TRUST,1554.0,Mr John Reardon
134366,Redbridge Alternative Provision,317,Redbridge,Pupil referral unit,Not applicable,Starch House Lane,Fullwell Cross,Barkingside,Ilford,Essex,IG6 1PU,2085016080.0,Mr,Rubert,Jonker,http://www.redbridgeap.co.uk,,,21.0,Mr Rubert Jonker
134369,Alec Reed Academy,307,Ealing,Academy sponsor led,All-through,Bengarth Road,,,Northolt,Middlesex,UB5 5LQ,2088414511.0,Mr,Phil,Cosby,http://www.alecreedacademy.co.uk,2099.0,THE ALEC REED ACADEMY,1672.0,Mr Phil Cosby
134388,Hopewell School,301,Barking and Dagenham,Other independent special school,Not applicable,Harmony House,Baden Powell Close,Dagenham,Essex,Essex,RM9 6XN,2085936610.0,Mr,Franck,Coido,www.hopewellschool.co.uk,,,49.0,Mr Franck Coido
134417,Azhar Academy Girls School,316,Newham,Other independent school,Not applicable,"Block F, Tennyson Road",Forest Gate,Stratford,London,,E15 4DR,2085555959.0,Mrs,Rookshana,Adam,www.aags.azharacademy.org,,,618.0,Mrs Rookshana Adam
134507,The Orchard School,208,Lambeth,Voluntary aided school,Primary,Christchurch Road,,,London,,SW2 3ES,2086714400.0,Mr,Hoosen,Randeree,www.orchardprimaryschool.com,,,206.0,Mr Hoosen Randeree
134577,Zakariya Primary School,316,Newham,Other independent school,Not applicable,447-451 Romford Road,Forest Gate,,London,,E7 8AB,2085556258.0,Mr,Sufyan,Rashid,www.zakariyaschool.org,,,101.0,Mr Sufyan Rashid
134579,Walthamstow Montessori School,320,Waltham Forest,Other independent school,Not applicable,Penryhn Hall,Penryhn Avenue,Walthamstow,London,,E17 5DA,442085232968.0,Mrs,Wendy,Palumbo,www.walthamstowmontessori.com,,,109.0,Mrs Wendy Palumbo
134580,Phoenix Academy,308,Enfield,Other independent school,Not applicable,85 Bounces Road,Edmonton,,London,,N9 8LD,2088876888.0,Mr,PAUL,Kelly,Phoenixacademy.co.uk,,,19.0,Mr PAUL Kelly
134585,Al-Khair School,306,Croydon,Other independent school,Not applicable,109-117 Cherry Orchard Road,,,Croydon,Surrey,CR0 6BE,2086628664.0,Mrs,Bayan,Mahmood,alkhairschool.org.uk,,,96.0,Mrs Bayan Mahmood
134591,Madaniyah Foundation,316,Newham,Other independent school,Not applicable,80 - 82 Stafford Rd,Forest Gate,,London,,E7 8NN,7983563506.0,Mr,Hanif,Mohamed,,,,33.0,Mr Hanif Mohamed
134594,Lavender Lodge School,315,Merton,Other independent special school,Not applicable,224 London Road,,,Mitcham,Surrey,CR4 3HD,2086877050.0,Ms,Lorraine,Titchener,https://www.witherslackgroup.co.uk/our-locations/our-schools/lavender-lodge-school/,,,65.0,Ms Lorraine Titchener
134597,Ealing Primary Centre,307,Ealing,Pupil referral unit,Not applicable,573 Greenford Road,Greenford,,London,,UB6 8QJ,2085756067.0,Headteacher,Jon,Hicks,www.ealingprimarycentre.co.uk,,,4.0,Headteacher Jon Hicks
134627,Quwwat Ul Islam Girls' School,316,Newham,Other independent school,Not applicable,16 Chaucer Road,Forest Gate,,London,,E7 9NB,2085484736.0,Mrs,Shazia,Member,www.quwwatulislam.com,,,204.0,Mrs Shazia Member
134635,New Regent's College,204,Hackney,Pupil referral unit,Not applicable,Nile Street,,,London,,N1 7RD,2089856833.0,Ms,Joanna,Byrne,www.newregentscollege.co.uk,,,83.0,Ms Joanna Byrne
134664,Notting Hill Prep School,207,Kensington and Chelsea,Other independent school,Not applicable,95 Lancaster Road,Notting Hill,,London,,W11 1QQ,2072210727.0,Mrs,Maxine,Shaw,www.nottinghillprep.com,,,383.0,Mrs Maxine Shaw
134668,Heathfield House School,313,Hounslow,Other independent school,Not applicable,Turnham Green Church Hall,Heathfield Gardens,Chiswick,London,,W4 4JU,2089943385.0,Mrs,Caroline,Goodsman,www.heathfieldhouse.co.uk,,,142.0,Mrs Caroline Goodsman
134677,Woodcroft Primary School,302,Barnet,Community school,Primary,Goldbeaters Grove,,,EDGWARE,Middlesex,HA8 0QF,2089593244.0,Mr,Craig,Tallon,www.woodcroft.barnet.sch.uk,,,414.0,Mr Craig Tallon
134680,Chestnuts Primary School,309,Haringey,Foundation school,Primary,Black Boy Lane,Tottenham,,London,,N15 3AS,2088002362.0,Mrs,Katie,Horwood,www.chestnutsprimary.com,15999.0,The Green Lane Co-operative Learning Trust,439.0,Mrs Katie Horwood
134681,North Harringay Primary School,309,Haringey,Foundation school,Primary,Falkland Road,Hornsey,,London,,N8 0NU,2083480948.0,Mr,Darren,Lock,www.northharringayprimaryschool.org.uk/,15999.0,The Green Lane Co-operative Learning Trust,412.0,Mr Darren Lock
134683,Silburn Reid,208,Lambeth,Miscellaneous,Not applicable,51c Crown Lane,Streatham,,London,,SW16 3JE,2087666124.0,,,,,,,,
134693,Mossbourne Community Academy,204,Hackney,Academy sponsor led,Secondary,100 Downs Park Road,Hackney,,London,,E5 8JY,2085255200.0,Ms,Rebecca,Warren,http://www.mca.mossbourne.org/,3939.0,THE MOSSBOURNE FEDERATION,1441.0,Ms Rebecca Warren
134764,North London Grammar School,302,Barnet,Other independent school,Not applicable,110 Colindeep Lane,,,London,,NW9 6HB,2082050052.0,Mr,Huseyin Fatih,Adak,www.northlondongrammar.com,,,223.0,Mr Huseyin Fatih Adak
134780,Bishop Ridley Church of England VA Primary School,303,Bexley,Voluntary aided school,Primary,Northumberland Avenue,,,Welling,Kent,DA16 2QE,2083034461.0,Mr,Stuart,Keep,www.bishopridleyschool.org.uk/,,,371.0,Mr Stuart Keep
134782,The Gower School,206,Islington,Other independent school,Not applicable,10 Cynthia Street,Barnsbury,,London,,N1 9JF,2077002445.0,Miss,Emma,Gowers,http://www.thegowerschool.co.uk,,,246.0,Miss Emma Gowers
